trial,outer_fold,element,spearman
0,3,Yttrium,0.6230574284223142
0,4,Cerium,0.7281275088691347
0,4,Dysprosium,0.3580208457668784
0,4,Erbium,0.45744740874708756
0,4,Europium,0.44717318041902615
0,4,Gadolinium,0.4863375897657004
0,4,Holmium,0.38725388473888434
0,4,Lanthanum,0.8244908340267953
0,4,Lutetium,0.5507258553690793
0,4,Neodymium,0.5956899798251042
0,4,Praseodymium,0.6380399215986523
0,4,Samarium,-0.2276640374580656
0,4,Terbium,0.4585744101336591
0,4,Thulium,0.502032373583546
0,4,Ytterbium,0.5308813292604513
0,4,Yttrium,0.43694164793718787
1,0,Cerium,0.7077056277056276
1,0,Dysprosium,0.4588991960420532
1,0,Erbium,0.4965120593692022
1,0,Europium,0.33948051948051944
1,0,Gadolinium,0.43976499690785403
1,0,Holmium,0.4783920841063698
1,0,Lanthanum,0.6971923314780458
1,0,Lutetium,0.5151267779839208
1,0,Neodymium,0.684634318349442
1,0,Praseodymium,0.7218023723789273
1,0,Samarium,0.1328285657002491
1,0,Terbium,0.46661719233147797
1,0,Thulium,0.5120717377860234
1,0,Ytterbium,0.5179591836734694
1,0,Yttrium,0.4803092145949288
1,1,Cerium,0.7313565680574923
1,1,Dysprosium,0.4636155615274016
1,1,Erbium,0.41172868997927276
1,1,Europium,0.4085048953641028
1,1,Gadolinium,0.5606594588547926
1,1,Holmium,0.46420597674359
1,1,Lanthanum,0.8221420420351688
1,1,Lutetium,0.3748082731815538
1,1,Neodymium,0.40424382912172324
1,1,Praseodymium,0.5520992781386058
1,1,Samarium,-0.27838894311423135
1,1,Terbium,0.5417008549212609
1,1,Thulium,0.4111447840134815
1,1,Ytterbium,0.3928876252179733
1,1,Yttrium,0.4501989948828507
1,2,Cerium,0.8112748617412235
1,2,Dysprosium,0.5893405336538716
1,2,Erbium,0.6270015589285851
1,2,Europium,0.4353497745192425
1,2,Gadolinium,0.5648524496330041
1,2,Holmium,0.6100977386101074
1,2,Lanthanum,0.8658484493873777
1,2,Lutetium,0.6368455784011022
1,2,Neodymium,0.5892816728575082
1,2,Praseodymium,0.6619017866323488
1,2,Samarium,0.021654392635062275
1,2,Terbium,0.5830087030491046
1,2,Thulium,0.6549333266158239
1,2,Ytterbium,0.6492972429281912
1,2,Yttrium,0.5810503229734016
1,3,Cerium,0.6571500524424759
1,3,Dysprosium,0.5921510247179405
1,3,Erbium,0.5907101438679411
1,3,Europium,0.2402700695269096
1,3,Gadolinium,0.5277321746807943
1,3,Holmium,0.5545351087223782
1,3,Lanthanum,0.7286967997818323
1,3,Lutetium,0.5785072856958214
1,3,Neodymium,0.4147578567719828
1,3,Praseodymium,0.5656721511348373
1,3,Samarium,0.27909371336601285
1,3,Terbium,0.5308370816451738
1,3,Thulium,0.5698811273327711
1,3,Ytterbium,0.5844812032022353
1,3,Yttrium,0.5731135458767966
1,4,Cerium,0.7403572161837337
1,4,Dysprosium,0.41874491962574195
1,4,Erbium,0.5164964175975827
1,4,Europium,0.3339391723713048
1,4,Gadolinium,0.5226339550231591
1,4,Holmium,0.4232922308190517
1,4,Lanthanum,0.8360414823240017
1,4,Lutetium,0.5998967070585418
1,4,Neodymium,0.47488012137742935
1,4,Praseodymium,0.6164024191350742
1,4,Samarium,-0.35271803160694953
1,4,Terbium,0.4759278511173911
1,4,Thulium,0.5589777027408589
1,4,Ytterbium,0.5830240741421341
1,4,Yttrium,0.40799046262870603
2,0,Cerium,0.7411131725417439
2,0,Dysprosium,0.46080395794681506
2,0,Erbium,0.4882993197278911
2,0,Europium,0.34440321583178723
2,0,Gadolinium,0.44401978973407547
2,0,Holmium,0.4640321583178726
2,0,Lanthanum,0.7033024118738403
2,0,Lutetium,0.47683364254792826
2,0,Neodymium,0.6842385187724225
2,0,Praseodymium,0.7341092654768768
2,0,Samarium,0.1720962524699437
2,0,Terbium,0.499925788497217
2,0,Thulium,0.49204700061842915
2,0,Ytterbium,0.4932962275819418
2,0,Yttrium,0.4001855287569573
2,1,Cerium,0.7559787011814397
2,1,Dysprosium,0.5713985331115257
2,1,Erbium,0.5069852009076599
2,1,Europium,0.3855965615266292
2,1,Gadolinium,0.5762841841403599
2,1,Holmium,0.5273798296831569
2,1,Lanthanum,0.8035497835497835
2,1,Lutetium,0.4597673426311046
2,1,Neodymium,0.5847047255498377
2,1,Praseodymium,0.6574516444034599
2,1,Samarium,0.0059422092558795245
2,1,Terbium,0.5796979554921529
2,1,Thulium,0.48714586980442887
2,1,Ytterbium,0.4775848954011884
2,1,Yttrium,0.4620484293418172
2,2,Cerium,0.8434025298549461
2,2,Dysprosium,0.6419782209658171
2,2,Erbium,0.6853960522428396
2,2,Europium,0.517336903703984
2,2,Gadolinium,0.5601247059273569
2,2,Holmium,0.679249974511408
2,2,Lanthanum,0.8788544359729318
2,2,Lutetium,0.6680863001257887
2,2,Neodymium,0.6184414798095973
2,2,Praseodymium,0.7701439628836891
2,2,Samarium,0.020561184939464294
2,2,Terbium,0.639121952476521
2,2,Thulium,0.6916505151624811
2,2,Ytterbium,0.6829223197119314
2,2,Yttrium,0.6374196674616952
2,3,Cerium,0.6630219606851732
2,3,Dysprosium,0.6372901239126155
2,3,Erbium,0.6481796128143819
2,3,Europium,0.29852278305886554
2,3,Gadolinium,0.5955473098330241
2,3,Holmium,0.6053994778431573
2,3,Lanthanum,0.7293917378909028
2,3,Lutetium,0.6306722729289894
2,3,Neodymium,0.5246973021204713
2,3,Praseodymium,0.6113928855162525
2,3,Samarium,0.13089409059499238
2,3,Terbium,0.6118324370362968
2,3,Thulium,0.6236145069955847
2,3,Ytterbium,0.6291485095522201
2,3,Yttrium,0.6033720437267863
2,4,Cerium,0.7742036404997401
2,4,Dysprosium,0.4545129967789987
2,4,Erbium,0.48872779678169587
2,4,Europium,0.5171147345803693
2,4,Gadolinium,0.48683870803877727
2,4,Holmium,0.4355099907711706
2,4,Lanthanum,0.8546190065894195
2,4,Lutetium,0.5481746427433752
2,4,Neodymium,0.585150751997697
2,4,Praseodymium,0.6536364659581054
2,4,Samarium,-0.0643304122838349
2,4,Terbium,0.43088987712963606
2,4,Thulium,0.5217729493577774
2,4,Ytterbium,0.5381010673873635
2,4,Yttrium,0.4770827622210397
3,0,Cerium,0.6251039737320352
3,0,Dysprosium,0.5608427979086734
3,0,Erbium,0.5611829350148504
3,0,Europium,0.4012071775132895
3,0,Gadolinium,0.48663257040244373
3,0,Holmium,0.5567673369455712
3,0,Lanthanum,0.674844387277151
3,0,Lutetium,0.5249923469176209
3,0,Neodymium,0.41031555839054257
3,0,Praseodymium,0.4544102413652749
3,0,Samarium,-0.3727472811777934
3,0,Terbium,0.5613207255563467
3,0,Thulium,0.5528464837580039
3,0,Ytterbium,0.5496368263378977
3,0,Yttrium,0.4573683201591492
3,1,Cerium,0.6968729031353758
3,1,Dysprosium,0.523106132056094
3,1,Erbium,0.45533226757257744
3,1,Europium,0.31293232199383364
3,1,Gadolinium,0.5350789581935234
3,1,Holmium,0.4726421541214745
3,1,Lanthanum,0.8251726195853288
3,1,Lutetium,0.39940011442835427
3,1,Neodymium,0.35605353156172886
3,1,Praseodymium,0.4341829810363847
3,1,Samarium,-0.45653664621976686
3,1,Terbium,0.5523455545652707
3,1,Thulium,0.4319308346676019
3,1,Ytterbium,0.415783598590728
3,1,Yttrium,0.37509083206991956
3,2,Cerium,0.774023258202001
3,2,Dysprosium,0.6070061237466965
3,2,Erbium,0.631494722617706
3,2,Europium,0.4489108917226352
3,2,Gadolinium,0.5310219734356605
3,2,Holmium,0.6166332480099678
3,2,Lanthanum,0.8495741099836036
3,2,Lutetium,0.6163846004296581
3,2,Neodymium,0.3976257343890243
3,2,Praseodymium,0.5178837841044779
3,2,Samarium,-0.34721977368387513
3,2,Terbium,0.6232064699407177
3,2,Thulium,0.6340640809475724
3,2,Ytterbium,0.6319537643044315
3,2,Yttrium,0.5148933999900629
3,3,Cerium,0.6308229331326584
3,3,Dysprosium,0.607294960738651
3,3,Erbium,0.5693537692658814
3,3,Europium,0.3685287667115602
3,3,Gadolinium,0.5387827705913848
3,3,Holmium,0.5517889931765722
3,3,Lanthanum,0.6768804093457338
3,3,Lutetium,0.5260251963791497
3,3,Neodymium,0.5210743611701354
3,3,Praseodymium,0.49604539598241254
3,3,Samarium,-0.17259112158958156
3,3,Terbium,0.5435262164753943
3,3,Thulium,0.5399686320623872
3,3,Ytterbium,0.5321330205147425
3,3,Yttrium,0.576870600848203
3,4,Cerium,0.6891618345125978
3,4,Dysprosium,0.44813944666577704
3,4,Erbium,0.46924898867616816
3,4,Europium,0.43754323439719656
3,4,Gadolinium,0.5033264583365548
3,4,Holmium,0.4351332655418877
3,4,Lanthanum,0.8030296751364531
3,4,Lutetium,0.47083650784276054
3,4,Neodymium,0.40681813112130616
3,4,Praseodymium,0.4874576422496133
3,4,Samarium,-0.36798388121698317
3,4,Terbium,0.45689949218745546
3,4,Thulium,0.47341224175160923
3,4,Ytterbium,0.47593059544961724
3,4,Yttrium,0.40611163001446393
4,0,Cerium,0.7421397649969078
4,0,Dysprosium,0.4985173114350098
4,0,Erbium,0.5016651257449022
4,0,Europium,0.33790456989824463
4,0,Gadolinium,0.45329144493551554
4,0,Holmium,0.4675648347729055
4,0,Lanthanum,0.7075943104514533
4,0,Lutetium,0.49343999208644085
4,0,Neodymium,0.6507934545142766
4,0,Praseodymium,0.7339361031619308
4,0,Samarium,0.19343461727556568
4,0,Terbium,0.5144419123151134
4,0,Thulium,0.5018135492094157
4,0,Ytterbium,0.5005210282059432
4,0,Yttrium,0.41029066171923306
4,1,Cerium,0.7695523795706921
4,1,Dysprosium,0.5791261122965475
4,1,Erbium,0.5414357808899901
4,1,Europium,0.26274591531441
4,1,Gadolinium,0.5935878491334903
4,1,Holmium,0.5378644982317337
4,1,Lanthanum,0.8101786437815811
4,1,Lutetium,0.5143247647609094
4,1,Neodymium,0.6242129128692004
4,1,Praseodymium,0.6773871362097054
4,1,Samarium,-0.048822566407897824
4,1,Terbium,0.5716768474756908
4,1,Thulium,0.5387343651597069
4,1,Ytterbium,0.5284744662732164
4,1,Yttrium,0.5151285580170101
4,2,Cerium,0.8432220141042329
4,2,Dysprosium,0.6308353417881171
4,2,Erbium,0.6686473718783785
4,2,Europium,0.45278170953030716
4,2,Gadolinium,0.5872995634540832
4,2,Holmium,0.6585823037813849
4,2,Lanthanum,0.8665833583750409
4,2,Lutetium,0.6326185156353776
4,2,Neodymium,0.6168039583864058
4,2,Praseodymium,0.7502008391982009
4,2,Samarium,-0.08572056627991637
4,2,Terbium,0.6170766230423744
4,2,Thulium,0.671172133349309
4,2,Ytterbium,0.6531545173976684
4,2,Yttrium,0.6414362950247676
4,3,Cerium,0.6812730715528947
4,3,Dysprosium,0.6133115713601901
4,3,Erbium,0.6444626502677016
4,3,Europium,0.22834136125102872
4,3,Gadolinium,0.5694029589090988
4,3,Holmium,0.614331663997358
4,3,Lanthanum,0.7292706018902393
4,3,Lutetium,0.6323745525172632
4,3,Neodymium,0.5414405866691978
4,3,Praseodymium,0.6138519806235633
4,3,Samarium,0.12178150427277079
4,3,Terbium,0.5647806641469323
4,3,Thulium,0.6195405120258959
4,3,Ytterbium,0.6244433322632836
4,3,Yttrium,0.6324362922301066
4,4,Cerium,0.7913008813740104
4,4,Dysprosium,0.4197575762036357
4,4,Erbium,0.5235758566715039
4,4,Europium,0.4439263433477512
4,4,Gadolinium,0.49458505833548544
4,4,Holmium,0.4918936136118295
4,4,Lanthanum,0.8576155669210793
4,4,Lutetium,0.5220111478199241
4,4,Neodymium,0.6560008447980019
4,4,Praseodymium,0.6824008764714968
4,4,Samarium,-0.11149222921056774
4,4,Terbium,0.42664490475989275
4,4,Thulium,0.5170535285633656
4,4,Ytterbium,0.514450299918995
4,4,Yttrium,0.491888438032683
5,0,Cerium,0.7155720470006184
5,0,Dysprosium,0.5414442884722493
5,0,Erbium,0.5272574351209987
5,0,Europium,0.36543825256266277
5,0,Gadolinium,0.5086549700466475
5,0,Holmium,0.5054762243524265
5,0,Lanthanum,0.7045392702535559
5,0,Lutetium,0.5116635745207173
5,0,Neodymium,0.591507572817239
5,0,Praseodymium,0.6859289723389188
5,0,Samarium,-0.05961832114591795
5,0,Terbium,0.5494035213680905
5,0,Thulium,0.5091280148423005
5,0,Ytterbium,0.5189363017934446
5,0,Yttrium,0.43887717302739715
5,1,Cerium,0.7264844942687005
5,1,Dysprosium,0.5234911780630599
5,1,Erbium,0.5228001496837468
5,1,Europium,0.4306705669257801
5,1,Gadolinium,0.5531106988249845
5,1,Holmium,0.5330599851186542
5,1,Lanthanum,0.8020507366196266
5,1,Lutetium,0.4811050331972054
5,1,Neodymium,0.4673634410133221
5,1,Praseodymium,0.6116034708801323
5,1,Samarium,0.011347752189463137
5,1,Terbium,0.5598797766327018
5,1,Thulium,0.5056942396096333
5,1,Ytterbium,0.4920268277282919
5,1,Yttrium,0.4813325994686941
5,2,Cerium,0.7941877821250597
5,2,Dysprosium,0.5478251167785863
5,2,Erbium,0.6007459595820174
5,2,Europium,0.39939685312686957
5,2,Gadolinium,0.5635300643760207
5,2,Holmium,0.5976199509921405
5,2,Lanthanum,0.8495358563877649
5,2,Lutetium,0.6248653130917258
5,2,Neodymium,0.5279725078800995
5,2,Praseodymium,0.688223667781502
5,2,Samarium,-0.04207714704616883
5,2,Terbium,0.5726435785080171
5,2,Thulium,0.6393063217355243
5,2,Ytterbium,0.6429659857362042
5,2,Yttrium,0.5968172805830535
5,3,Cerium,0.6267596654212867
5,3,Dysprosium,0.6621782304770527
5,3,Erbium,0.6232550726308697
5,3,Europium,0.2441471998417467
5,3,Gadolinium,0.5845085688173473
5,3,Holmium,0.5551060743969878
5,3,Lanthanum,0.6985744160093015
5,3,Lutetium,0.5803782054795874
5,3,Neodymium,0.49361919256362324
5,3,Praseodymium,0.5056155061271356
5,3,Samarium,0.068927838283426
5,3,Terbium,0.5850332329440775
5,3,Thulium,0.5834903329934179
5,3,Ytterbium,0.577969046393124
5,3,Yttrium,0.6081767322039701
5,4,Cerium,0.7283752696474548
5,4,Dysprosium,0.46641440154938474
5,4,Erbium,0.5055787206208977
5,4,Europium,0.4171286671647505
5,4,Gadolinium,0.5312140370512972
5,4,Holmium,0.4518523006247891
5,4,Lanthanum,0.8258693470435694
5,4,Lutetium,0.5626538133974908
5,4,Neodymium,0.6086152573965825
5,4,Praseodymium,0.6487851434482117
5,4,Samarium,-0.046427576752504085
5,4,Terbium,0.4605870108991744
5,4,Thulium,0.5196881017999193
5,4,Ytterbium,0.5406385882681816
5,4,Yttrium,0.46585587492386166
6,0,Cerium,0.7242013735389401
6,0,Dysprosium,0.5512677798392084
6,0,Erbium,0.5409276437847865
6,0,Europium,0.3332838589981446
6,0,Gadolinium,0.5561162646876933
6,0,Holmium,0.5244897959183673
6,0,Lanthanum,0.6892145949288807
6,0,Lutetium,0.5284848484848484
6,0,Neodymium,0.6932389183804522
6,0,Praseodymium,0.7020825925254547
6,0,Samarium,-0.11951989211065173
6,0,Terbium,0.5804329004329003
6,0,Thulium,0.5305256648113791
6,0,Ytterbium,0.5400494743351886
6,0,Yttrium,0.46077922077922073
6,1,Cerium,0.7787878787878788
6,1,Dysprosium,0.5878169449598021
6,1,Erbium,0.5061673041684809
6,1,Europium,0.39324675324675323
6,1,Gadolinium,0.5999505256648113
6,1,Holmium,0.501089984819912
6,1,Lanthanum,0.8012244897959183
6,1,Lutetium,0.47120085346575147
6,1,Neodymium,0.6030136147635964
6,1,Praseodymium,0.7127740502495546
6,1,Samarium,-0.11025638071620518
6,1,Terbium,0.5975633889919604
6,1,Thulium,0.4934647293305265
6,1,Ytterbium,0.48482524683363143
6,1,Yttrium,0.4578849721706864
6,2,Cerium,0.826555985002578
6,2,Dysprosium,0.6555603373002569
6,2,Erbium,0.6799767928323448
6,2,Europium,0.46509166611474567
6,2,Gadolinium,0.5695805466936752
6,2,Holmium,0.6682541959852283
6,2,Lanthanum,0.8757041075329925
6,2,Lutetium,0.672536468441701
6,2,Neodymium,0.601037326690732
6,2,Praseodymium,0.7174476468909842
6,2,Samarium,-0.005503201080664211
6,2,Terbium,0.6237587465817048
6,2,Thulium,0.6964959706353941
6,2,Ytterbium,0.691401866789529
6,2,Yttrium,0.6248087320335086
6,3,Cerium,0.664052662648515
6,3,Dysprosium,0.636017035614273
6,3,Erbium,0.6058432554190882
6,3,Europium,0.25741564259453503
6,3,Gadolinium,0.6358703968302243
6,3,Holmium,0.5803471525154216
6,3,Lanthanum,0.7085799901501927
6,3,Lutetium,0.585524155655651
6,3,Neodymium,0.5656601088133579
6,3,Praseodymium,0.603401501656528
6,3,Samarium,-0.019337940794350875
6,3,Terbium,0.6000286903157764
6,3,Thulium,0.5899233332009197
6,3,Ytterbium,0.5863466105880273
6,3,Yttrium,0.6035397327471435
6,4,Cerium,0.7771829399886311
6,4,Dysprosium,0.39239251374966694
6,4,Erbium,0.4957123821706565
6,4,Europium,0.4694919795300879
6,4,Gadolinium,0.49172447211037135
6,4,Holmium,0.4254145760226499
6,4,Lanthanum,0.8333370525743536
6,4,Lutetium,0.554461063819975
6,4,Neodymium,0.6527075540835476
6,4,Praseodymium,0.6887863155440883
6,4,Samarium,-0.15492564735821937
6,4,Terbium,0.449029946417373
6,4,Thulium,0.5209759892821436
6,4,Ytterbium,0.540128533819776
6,4,Yttrium,0.46187490248707647
7,0,Cerium,0.7529004329004328
7,0,Dysprosium,0.5032529375386517
7,0,Erbium,0.5295361781076067
7,0,Europium,0.46405689548546686
7,0,Gadolinium,0.4525788497217068
7,0,Holmium,0.5152628324056896
7,0,Lanthanum,0.6898577612863326
7,0,Lutetium,0.48917748917748916
7,0,Neodymium,0.6773986073320546
7,0,Praseodymium,0.7885440760538369
7,0,Samarium,0.4346682500315343
7,0,Terbium,0.51299938157081
7,0,Thulium,0.5222387136672851
7,0,Ytterbium,0.5133580705009275
7,0,Yttrium,0.4632282003710575
7,1,Cerium,0.7731636277606967
7,1,Dysprosium,0.6279074082210874
7,1,Erbium,0.550263765037779
7,1,Europium,0.5762662887638574
7,1,Gadolinium,0.5646000188233834
7,1,Holmium,0.5805753372645169
7,1,Lanthanum,0.8280148423005566
7,1,Lutetium,0.5253926486042579
7,1,Neodymium,0.5570544374265285
7,1,Praseodymium,0.6069689914468818
7,1,Samarium,0.016539102294820612
7,1,Terbium,0.5923875904700436
7,1,Thulium,0.5525498785453425
7,1,Ytterbium,0.5431184834345164
7,1,Yttrium,0.5862475226729291
7,2,Cerium,0.8435045394438495
7,2,Dysprosium,0.598632429616626
7,2,Erbium,0.6670194487070745
7,2,Europium,0.6143444151553225
7,2,Gadolinium,0.5850358785736952
7,2,Holmium,0.6373156262285448
7,2,Lanthanum,0.8656442363216089
7,2,Lutetium,0.6733950276893731
7,2,Neodymium,0.6495906865377358
7,2,Praseodymium,0.7410007268426494
7,2,Samarium,-0.04643257856004608
7,2,Terbium,0.6182992451416085
7,2,Thulium,0.6791649266683536
7,2,Ytterbium,0.6791075464575128
7,2,Yttrium,0.6157470425314282
7,3,Cerium,0.6989547238294088
7,3,Dysprosium,0.6063424866763893
7,3,Erbium,0.6557516058891817
7,3,Europium,0.29871690656301547
7,3,Gadolinium,0.6316453880650347
7,3,Holmium,0.5757822088597513
7,3,Lanthanum,0.716209323690982
7,3,Lutetium,0.6466535966759952
7,3,Neodymium,0.5329337698111277
7,3,Praseodymium,0.6810462727041215
7,3,Samarium,0.08156372562439225
7,3,Terbium,0.5611374105677477
7,3,Thulium,0.6404692456340956
7,3,Ytterbium,0.6467874846882427
7,3,Yttrium,0.580041122773142
7,4,Cerium,0.8214018165299548
7,4,Dysprosium,0.42153684313121664
7,4,Erbium,0.47446572478777227
7,4,Europium,0.5271151272879784
7,4,Gadolinium,0.48595145649637544
7,4,Holmium,0.44725466694778226
7,4,Lanthanum,0.8699973865575432
7,4,Lutetium,0.550303478538166
7,4,Neodymium,0.6175559193008774
7,4,Praseodymium,0.7347715638005942
7,4,Samarium,-0.04845610340015186
7,4,Terbium,0.44868137087927246
7,4,Thulium,0.5181751817863286
7,4,Ytterbium,0.5357781553564553
7,4,Yttrium,0.49231573551089036
8,0,Cerium,0.6609358717900237
8,0,Dysprosium,0.5606157119198851
8,0,Erbium,0.572353570533954
8,0,Europium,0.42316279013048
8,0,Gadolinium,0.5097495964822061
8,0,Holmium,0.5569051138332459
8,0,Lanthanum,0.6946032609905223
8,0,Lutetium,0.5460083241188155
8,0,Neodymium,0.49295752873996024
8,0,Praseodymium,0.5207810881653909
8,0,Samarium,-0.2092417833960717
8,0,Terbium,0.5644994712505677
8,0,Thulium,0.5674246594088681
8,0,Ytterbium,0.5672576824949694
8,0,Yttrium,0.4683022158544461
8,1,Cerium,0.7233046484408371
8,1,Dysprosium,0.5398144712430426
8,1,Erbium,0.46682745825602967
8,1,Europium,0.3243918503164868
8,1,Gadolinium,0.5413251123251368
8,1,Holmium,0.4984415584415584
8,1,Lanthanum,0.808406952406315
8,1,Lutetium,0.4220955114177095
8,1,Neodymium,0.4938404071762967
8,1,Praseodymium,0.5444279182909192
8,1,Samarium,-0.37524456429347547
8,1,Terbium,0.5735683364254793
8,1,Thulium,0.45110698824984535
8,1,Ytterbium,0.4351391465677179
8,1,Yttrium,0.39426097711812
8,2,Cerium,0.7419384902772684
8,2,Dysprosium,0.6414922453567142
8,2,Erbium,0.6512716436211184
8,2,Europium,0.45381207743060287
8,2,Gadolinium,0.5998852313590453
8,2,Holmium,0.6391105811033178
8,2,Lanthanum,0.845037204959381
8,2,Lutetium,0.6233118709263976
8,2,Neodymium,0.5049505497901505
8,2,Praseodymium,0.5054796630682294
8,2,Samarium,-0.4881981788540599
8,2,Terbium,0.5998692868756591
8,2,Thulium,0.6462220285899054
8,2,Ytterbium,0.6438436570874038
8,2,Yttrium,0.5918321826748657
8,3,Cerium,0.6269294280923075
8,3,Dysprosium,0.5686323890640173
8,3,Erbium,0.5549438464425834
8,3,Europium,0.23269247324381576
8,3,Gadolinium,0.48951044498763424
8,3,Holmium,0.520840439604181
8,3,Lanthanum,0.6733249600475989
8,3,Lutetium,0.5248507299203814
8,3,Neodymium,0.4341208843467531
8,3,Praseodymium,0.4879815356473446
8,3,Samarium,-0.057385042918861276
8,3,Terbium,0.49072182044085844
8,3,Thulium,0.5346756224120579
8,3,Ytterbium,0.5263936397081722
8,3,Yttrium,0.556280961746755
8,4,Cerium,0.6934101805710654
8,4,Dysprosium,0.4181691829116918
8,4,Erbium,0.4437799653257592
8,4,Europium,0.38013235744932533
8,4,Gadolinium,0.46223094971866713
8,4,Holmium,0.40463378558406793
8,4,Lanthanum,0.7886552586103366
8,4,Lutetium,0.46849816383692156
8,4,Neodymium,0.47534524311436266
8,4,Praseodymium,0.5477149852197415
8,4,Samarium,-0.28542323358248434
8,4,Terbium,0.40443614200556754
8,4,Thulium,0.45406380700708626
8,4,Ytterbium,0.4647110578488817
8,4,Yttrium,0.38592140161959504
9,0,Cerium,0.7558341244133981
9,0,Dysprosium,0.5547062461348176
9,0,Erbium,0.5153757432793447
9,0,Europium,0.3394928880643166
9,0,Gadolinium,0.5565615337043908
9,0,Holmium,0.4863280344118314
9,0,Lanthanum,0.6894043871769878
9,0,Lutetium,0.5251469546931559
9,0,Neodymium,0.6693238918638618
9,0,Praseodymium,0.7431964007184448
9,0,Samarium,0.0052925053775763715
9,0,Terbium,0.5797155225726653
9,0,Thulium,0.5169836641449085
9,0,Ytterbium,0.5357159422287275
9,0,Yttrium,0.44064589144869515
9,1,Cerium,0.773712561281485
9,1,Dysprosium,0.6062288958892398
9,1,Erbium,0.5451520736604215
9,1,Europium,0.4800942489022609
9,1,Gadolinium,0.6171447654474941
9,1,Holmium,0.5610582691618918
9,1,Lanthanum,0.798019777503062
9,1,Lutetium,0.4980782016015421
9,1,Neodymium,0.6219831598829948
9,1,Praseodymium,0.7387007397344156
9,1,Samarium,0.20270325840710235
9,1,Terbium,0.6291979876282016
9,1,Thulium,0.5375093924249333
9,1,Ytterbium,0.5221351952257343
9,1,Yttrium,0.5016774943669449
9,2,Cerium,0.8471511596178848
9,2,Dysprosium,0.6231745920458063
9,2,Erbium,0.6729253799993953
9,2,Europium,0.3994618759221219
9,2,Gadolinium,0.5762922584302171
9,2,Holmium,0.6575899673922546
9,2,Lanthanum,0.8685470554812976
9,2,Lutetium,0.669654697555179
9,2,Neodymium,0.6373465309099549
9,2,Praseodymium,0.7540687811995702
9,2,Samarium,0.17236701047712036
9,2,Terbium,0.6140001338902783
9,2,Thulium,0.6820488626069459
9,2,Ytterbium,0.682641793342447
9,2,Yttrium,0.6402376823551524
9,3,Cerium,0.6808311231394111
9,3,Dysprosium,0.6521728042568536
9,3,Erbium,0.6633300712047521
9,3,Europium,0.3055687494636131
9,3,Gadolinium,0.6744045190384951
9,3,Holmium,0.6172595500205503
9,3,Lanthanum,0.7278471126745439
9,3,Lutetium,0.6556155222657977
9,3,Neodymium,0.5902714912994604
9,3,Praseodymium,0.6475775140301486
9,3,Samarium,0.18194162802856376
9,3,Terbium,0.6038266347159345
9,3,Thulium,0.642883328686383
9,3,Ytterbium,0.6485385393548561
9,3,Yttrium,0.6221452891234056
9,4,Cerium,0.8086732246558485
9,4,Dysprosium,0.40259996940530585
9,4,Erbium,0.5165049906136944
9,4,Europium,0.5641738424251267
9,4,Gadolinium,0.5341829936614122
9,4,Holmium,0.459030398866822
9,4,Lanthanum,0.8489127906387052
9,4,Lutetium,0.5715078118503548
9,4,Neodymium,0.6413444880149661
