trial,params_json,fold_scores_json,best_iteration_per_fold,mean_cv_score,std_cv_score,elapsed_seconds,colsample_bytree,learning_rate,max_depth,min_child_weight,reg_alpha,reg_lambda,subsample,rank
26,"{""colsample_bytree"": 0.6838915663596266, ""learning_rate"": 0.08577008219254316, ""max_depth"": 7, ""min_child_weight"": 6, ""reg_alpha"": 0.047739011308437815, ""reg_lambda"": 0.019863201087301646, ""subsample"": 0.9341209982356952}","[0.5236129703689032, 0.5749223815218028, 0.6273461639052175, 0.5537781587400907, 0.5163684830679603]","[80, 28, 47, 66, 26]",0.5592056315207949,0.0400536257046863,1.2001960277557373,0.6838915663596266,0.0857700821925431,7,6,0.0477390113084378,0.0198632010873016,0.9341209982356952,11
47,"{""colsample_bytree"": 0.9113002803298291, ""learning_rate"": 0.045837469825462565, ""max_depth"": 5, ""min_child_weight"": 5, ""reg_alpha"": 0.040852280036686214, ""reg_lambda"": 3.481543415237957, ""subsample"": 0.6863284109987373}","[0.5315068982624697, 0.532867250315093, 0.6339865598110553, 0.5476737760283171, 0.5127442820268744]","[305, 67, 84, 112, 70]",0.5517557532887619,0.0425846325430684,1.673342227935791,0.9113002803298292,0.0458374698254625,5,5,0.0408522800366862,3.481543415237957,0.6863284109987373,12
2,"{""colsample_bytree"": 0.9162213204002109, ""learning_rate"": 0.03261137469244295, ""max_depth"": 5, ""min_child_weight"": 5, ""reg_alpha"": 0.122294675253906, ""reg_lambda"": 1.0449257454996441, ""subsample"": 0.6028265220878869}","[0.5065804167130495, 0.5227677243986949, 0.6356460137166967, 0.5695318036339809, 0.5134669985700887]","[401, 132, 154, 209, 94]",0.5495985914065021,0.0483268923378652,2.345518112182617,0.9162213204002108,0.0326113746924429,5,5,0.122294675253906,1.044925745499644,0.6028265220878869,13
20,"{""colsample_bytree"": 0.6139675812709708, ""learning_rate"": 0.05347339822196823, ""max_depth"": 5, ""min_child_weight"": 13, ""reg_alpha"": 2.012115544906383, ""reg_lambda"": 0.010542635497393177, ""subsample"": 0.8042989210310263}","[0.5245736006868479, 0.5471671290847487, 0.6175153915821094, 0.551334173361114, 0.5071562356085313]","[120, 98, 85, 115, 68]",0.5495493060646703,0.0375478563457686,1.378878831863403,0.6139675812709708,0.0534733982219682,5,13,2.012115544906383,0.0105426354973931,0.8042989210310263,14
39,"{""colsample_bytree"": 0.9417470111331294, ""learning_rate"": 0.1118790498909032, ""max_depth"": 6, ""min_child_weight"": 8, ""reg_alpha"": 0.004505588486639849, ""reg_lambda"": 0.6678727684227616, ""subsample"": 0.8289169876683353}","[0.5148448913088636, 0.5495880546639558, 0.6326128355038991, 0.533238375562623, 0.5149855601942366]","[112, 24, 33, 50, 21]",0.5490539434467155,0.0437342426245632,1.061060905456543,0.9417470111331294,0.1118790498909032,6,8,0.0045055884866398,0.6678727684227616,0.8289169876683353,15
4,"{""colsample_bytree"": 0.8091930046665436, ""learning_rate"": 0.04824940775889316, ""max_depth"": 5, ""min_child_weight"": 9, ""reg_alpha"": 0.00017070728830306665, ""reg_lambda"": 1.0128002032729382, ""subsample"": 0.6682096494749166}","[0.5138232453815239, 0.5343738442383991, 0.6136462652443821, 0.5620695535985016, 0.514774180507939]","[242, 68, 85, 170, 58]",0.5477374177941491,0.037322158270745,1.6279878616333008,0.8091930046665436,0.0482494077588931,5,9,0.000170707288303,1.0128002032729382,0.6682096494749166,16
25,"{""colsample_bytree"": 0.9928252270553004, ""learning_rate"": 0.034920887064667006, ""max_depth"": 5, ""min_child_weight"": 7, ""reg_alpha"": 0.6428328717564114, ""reg_lambda"": 0.060876357783479156, ""subsample"": 0.8912865394447438}","[0.524013975274687, 0.5193593748387619, 0.6245418889221724, 0.5566872277324207, 0.5015606284482704]","[330, 79, 112, 198, 92]",0.5452326190432625,0.0434696830458194,2.023843288421631,0.9928252270553004,0.034920887064667,5,7,0.6428328717564114,0.0608763577834791,0.8912865394447438,17
6,"{""colsample_bytree"": 0.8421165132560784, ""learning_rate"": 0.05510391929902154, ""max_depth"": 5, ""min_child_weight"": 13, ""reg_alpha"": 1.4654619905022181, ""reg_lambda"": 0.03734925310682292, ""subsample"": 0.7564242430292963}","[0.5223716692889876, 0.5252502904355372, 0.6241804792296474, 0.5468808218636868, 0.5065529716161452]","[147, 94, 85, 105, 67]",0.5450472464868008,0.0416013004387206,1.431549072265625,0.8421165132560784,0.0551039192990215,5,13,1.465461990502218,0.0373492531068229,0.7564242430292963,18
17,"{""colsample_bytree"": 0.8022086896389087, ""learning_rate"": 0.06932200047398279, ""max_depth"": 6, ""min_child_weight"": 4, ""reg_alpha"": 5.179261664176366, ""reg_lambda"": 0.9481408718010768, ""subsample"": 0.8779139732158818}","[0.5082827829265569, 0.5367137429341577, 0.5999166962447673, 0.5451179637201536, 0.5213046900157273]","[154, 77, 70, 85, 54]",0.5422671751682726,0.0314858685289293,1.452336311340332,0.8022086896389087,0.0693220004739827,6,4,5.179261664176366,0.9481408718010768,0.8779139732158818,19
41,"{""colsample_bytree"": 0.6863434335470247, ""learning_rate"": 0.049627393092021105, ""max_depth"": 7, ""min_child_weight"": 10, ""reg_alpha"": 4.467701758271931, ""reg_lambda"": 0.017078344119605772, ""subsample"": 0.6835674870461441}","[0.5186528415600097, 0.5177755951154679, 0.6033283277466188, 0.564342216094458, 0.5024902427072646]","[182, 111, 110, 197, 76]",0.5413178446447638,0.0372852363412849,2.0782220363616943,0.6863434335470247,0.0496273930920211,7,10,4.467701758271931,0.0170783441196057,0.6835674870461441,20
28,"{""colsample_bytree"": 0.7560465291496405, ""learning_rate"": 0.03369192078001862, ""max_depth"": 5, ""min_child_weight"": 9, ""reg_alpha"": 0.2848975342612562, ""reg_lambda"": 0.1890710249553741, ""subsample"": 0.9746919954946938}","[0.5183474607197324, 0.5222209286150556, 0.6290660295672122, 0.5472561621665324, 0.4879949142494698]","[359, 110, 143, 184, 93]",0.5409770990636005,0.0478959135623668,2.1048061847686768,0.7560465291496405,0.0336919207800186,5,9,0.2848975342612562,0.1890710249553741,0.9746919954946938,21
45,"{""colsample_bytree"": 0.8978963347180505, ""learning_rate"": 0.1552513329037587, ""max_depth"": 5, ""min_child_weight"": 2, ""reg_alpha"": 0.00029505956594932985, ""reg_lambda"": 0.8108118575651124, ""subsample"": 0.6143769095186968}","[0.536667222403586, 0.5202845731213097, 0.6291503566121632, 0.5447200428900807, 0.471909625786239]","[137, 42, 24, 81, 16]",0.5405463641626758,0.0509993663569557,1.0470659732818604,0.8978963347180505,0.1552513329037587,5,2,0.0002950595659493,0.8108118575651124,0.6143769095186968,22
36,"{""colsample_bytree"": 0.8181663090929476, ""learning_rate"": 0.0356034279317255, ""max_depth"": 7, ""min_child_weight"": 6, ""reg_alpha"": 7.842676320619423, ""reg_lambda"": 0.404343482352891, ""subsample"": 0.9624395150874216}","[0.49861126764450503, 0.5198220139238677, 0.6007522858158059, 0.5462177866638025, 0.5135138069860103]","[429, 221, 152, 164, 182]",0.5357834322067984,0.0359508013583182,2.8642899990081787,0.8181663090929476,0.0356034279317255,7,6,7.842676320619423,0.404343482352891,0.9624395150874216,23
5,"{""colsample_bytree"": 0.5325257964926398, ""learning_rate"": 0.1777933581403786, ""max_depth"": 5, ""min_child_weight"": 14, ""reg_alpha"": 1.1015056790269626, ""reg_lambda"": 0.10128361392917493, ""subsample"": 0.6390688456025535}","[0.50761395315809, 0.5134680633482664, 0.5735706061092277, 0.5331826209721969, 0.5124552638055374]","[45, 35, 28, 45, 27]",0.5280581014786637,0.0243800317245105,0.8275940418243408,0.5325257964926398,0.1777933581403786,5,14,1.1015056790269626,0.1012836139291749,0.6390688456025535,24
42,"{""colsample_bytree"": 0.8355717584120252, ""learning_rate"": 0.045674812895155695, ""max_depth"": 4, ""min_child_weight"": 10, ""reg_alpha"": 2.4370551632385427, ""reg_lambda"": 2.788042739679384, ""subsample"": 0.8788062963981071}","[0.4973081761871221, 0.5062120409831908, 0.5986675626069626, 0.531564370107953, 0.467994692019033]","[220, 126, 83, 106, 77]",0.5203493683808522,0.0441164108041112,1.4353370666503906,0.8355717584120252,0.0456748128951556,4,10,2.4370551632385427,2.788042739679384,0.8788062963981071,25
0,"{""colsample_bytree"": 0.6872700594236812, ""learning_rate"": 0.1785436060870726, ""max_depth"": 4, ""min_child_weight"": 8, ""reg_alpha"": 0.09846738873614563, ""reg_lambda"": 0.03273574371407251, ""subsample"": 0.662397808134481}","[0.5125696524469688, 0.49421305062005655, 0.5864687622559559, 0.5189799114026811, 0.47827151550554137]","[133, 17, 39, 34, 16]",0.5181005784462407,0.0370473782248558,0.841655969619751,0.6872700594236812,0.1785436060870726,4,8,0.0984673887361456,0.0327357437140725,0.662397808134481,26
21,"{""colsample_bytree"": 0.7087055015743895, ""learning_rate"": 0.033353222920290956, ""max_depth"": 4, ""min_child_weight"": 10, ""reg_alpha"": 0.00487613652796118, ""reg_lambda"": 12.959051501156184, ""subsample"": 0.7292811728083021}","[0.5065037346044803, 0.49888238451587674, 0.5793729421074001, 0.5411326089615147, 0.4605069567414766]","[659, 111, 138, 339, 113]",0.5172797253861497,0.0402548357484099,2.5190720558166504,0.7087055015743895,0.0333532229202909,4,10,0.0048761365279611,12.959051501156184,0.7292811728083021,27
1,"{""colsample_bytree"": 0.5290418060840998, ""learning_rate"": 0.146962368105409, ""max_depth"": 5, ""min_child_weight"": 8, ""reg_alpha"": 0.3470266988650412, ""reg_lambda"": 0.011693648443440112, ""subsample"": 0.9879639408647978}","[0.509953078525874, 0.44739385926166925, 0.5921158928377304, 0.5325059559177269, 0.47705911336918416]","[85, 22, 33, 58, 28]",0.5118055799824368,0.0494729630904397,0.9050769805908204,0.5290418060840998,0.146962368105409,5,8,0.3470266988650412,0.0116936484434401,0.9879639408647978,28
35,"{""colsample_bytree"": 0.5894113546106644, ""learning_rate"": 0.0465049070034725, ""max_depth"": 4, ""min_child_weight"": 1, ""reg_alpha"": 0.003469796137671061, ""reg_lambda"": 0.6179332647709681, ""subsample"": 0.803525630735504}","[0.5059609685514233, 0.44629742584846094, 0.591022333047088, 0.5581502048936906, 0.4535303325126244]","[434, 57, 79, 116, 75]",0.5109922529706574,0.0568177664619411,1.6157491207122805,0.5894113546106644,0.0465049070034725,4,1,0.003469796137671,0.6179332647709681,0.803525630735504,29
15,"{""colsample_bytree"": 0.7806385987847482, ""learning_rate"": 0.1180312959604678, ""max_depth"": 4, ""min_child_weight"": 9, ""reg_alpha"": 0.35753161317240767, ""reg_lambda"": 0.023230252252711022, ""subsample"": 0.7757346007463081}","[0.5114543291681356, 0.48479510488171623, 0.5855996776371395, 0.4995568846073533, 0.4694923967023563]","[114, 20, 36, 44, 29]",0.5101796785993402,0.0402553753730367,0.8424091339111328,0.7806385987847482,0.1180312959604678,4,9,0.3575316131724076,0.023230252252711,0.7757346007463081,30
10,"{""colsample_bytree"": 0.7933755828319241, ""learning_rate"": 0.1846227871242725, ""max_depth"": 5, ""min_child_weight"": 12, ""reg_alpha"": 0.0023988103285642534, ""reg_lambda"": 0.09506217119628796, ""subsample"": 0.6661067756252009}","[0.4909230923191809, 0.504310564544989, 0.5678359992237093, 0.49809469115305194, 0.47687479113636566]","[93, 18, 20, 19, 18]",0.5076078276754593,0.0314696815602359,0.796184778213501,0.7933755828319241,0.1846227871242725,5,12,0.0023988103285642,0.0950621711962879,0.6661067756252009,31
31,"{""colsample_bytree"": 0.9486078789766634, ""learning_rate"": 0.1590186465813871, ""max_depth"": 4, ""min_child_weight"": 7, ""reg_alpha"": 0.0049562015050808325, ""reg_lambda"": 0.1421514455969503, ""subsample"": 0.8903822715480958}","[0.4960566055768549, 0.4768280194604771, 0.5955326867347296, 0.5298675150868716, 0.4380485237187352]","[106, 59, 48, 69, 16]",0.5072666701155337,0.0531883759378102,0.916673183441162,0.9486078789766634,0.1590186465813871,4,7,0.0049562015050808,0.1421514455969503,0.8903822715480958,32
12,"{""colsample_bytree"": 0.855670976374325, ""learning_rate"": 0.12336885561856077, ""max_depth"": 4, ""min_child_weight"": 5, ""reg_alpha"": 4.280597490713528, ""reg_lambda"": 1.4100184346168836, ""subsample"": 0.9659838702175123}","[0.5114477810203727, 0.4620656007728512, 0.5653292205817156, 0.5071823224315098, 0.4632406590493299]","[84, 27, 34, 57, 28]",0.5018531167711557,0.038009583240624,0.8322219848632812,0.855670976374325,0.1233688556185607,4,5,4.280597490713528,1.4100184346168836,0.9659838702175124,33
8,"{""colsample_bytree"": 0.9211423872974993, ""learning_rate"": 0.056335756299496303, ""max_depth"": 3, ""min_child_weight"": 14, ""reg_alpha"": 4.298276297821862, ""reg_lambda"": 2.516208779384765, ""subsample"": 0.7306163075223342}","[0.49975434015448417, 0.45611378482546794, 0.5466572356177333, 0.4776342755190399, 0.433751949816039]","[374, 192, 81, 110, 202]",0.4827823171865528,0.038754985857322,1.7303879261016846,0.9211423872974992,0.0563357562994963,3,14,4.298276297821862,2.516208779384765,0.7306163075223342,34
19,"{""colsample_bytree"": 0.7082549739351831, ""learning_rate"": 0.1528657722343103, ""max_depth"": 3, ""min_child_weight"": 7, ""reg_alpha"": 3.023127748796294, ""reg_lambda"": 0.11213443769735328, ""subsample"": 0.6440207698110707}","[0.5031823728425476, 0.43356676893113805, 0.5591137913627471, 0.48622467117693363, 0.42238172647294453]","[97, 25, 64, 39, 37]",0.4808938661572622,0.0496126522851934,0.769644021987915,0.7082549739351831,0.1528657722343103,3,7,3.023127748796294,0.1121344376973532,0.6440207698110707,35
3,"{""colsample_bytree"": 0.5115312125207079, ""learning_rate"": 0.06695833655111026, ""max_depth"": 3, ""min_child_weight"": 12, ""reg_alpha"": 7.39226614051604, ""reg_lambda"": 0.05866582425526278, ""subsample"": 0.6362425738131283}","[0.4669816266734038, 0.42195921049056195, 0.5364970925426893, 0.5004336603203523, 0.43967101751109855]","[340, 139, 173, 176, 235]",0.4731085215076212,0.0413198056151037,1.7935280799865725,0.5115312125207079,0.0669583365511102,3,12,7.39226614051604,0.0586658242552627,0.6362425738131283,36
49,"{""colsample_bytree"": 0.5663727111214849, ""learning_rate"": 0.1864519212381263, ""max_depth"": 3, ""min_child_weight"": 14, ""reg_alpha"": 0.00016044921026900035, ""reg_lambda"": 0.20726203529210563, ""subsample"": 0.7734082950322968}","[0.47268997876311225, 0.4103342805605139, 0.5123324476842771, 0.528518115697755, 0.38728369253287825]","[111, 17, 17, 96, 19]",0.4622317030477073,0.0553604468678419,0.7456729412078857,0.5663727111214849,0.1864519212381263,3,14,0.000160449210269,0.2072620352921056,0.7734082950322968,37
22,"{""colsample_bytree"": 0.7593953108716831, ""learning_rate"": 0.10093666575311706, ""max_depth"": 2, ""min_child_weight"": 14, ""reg_alpha"": 7.226207258080486, ""reg_lambda"": 15.033752280234232, ""subsample"": 0.7007129183301457}","[0.4827407749338165, 0.40764237406062426, 0.499040014946366, 0.43097606967376834, 0.42544252787677467]","[489, 125, 164, 106, 222]",0.44916835229827,0.0353060081489483,1.6095588207244873,0.7593953108716831,0.100936665753117,2,14,7.226207258080486,15.033752280234232,0.7007129183301457,38
38,"{""colsample_bytree"": 0.7495966899423762, ""learning_rate"": 0.0746507533565111, ""max_depth"": 2, ""min_child_weight"": 1, ""reg_alpha"": 9.391880411447953, ""reg_lambda"": 0.355877832647415, ""subsample"": 0.7118241367187035}","[0.4581796876012547, 0.40523438141003, 0.4966697217880605, 0.4541088404586971, 0.42408119920018444]","[542, 192, 258, 253, 305]",0.4476547660916453,0.0313371888438092,2.0578339099884033,0.7495966899423762,0.0746507533565111,2,1,9.391880411447952,0.355877832647415,0.7118241367187035,39
14,"{""colsample_bytree"": 0.8187787356776066, ""learning_rate"": 0.154256238943127, ""max_depth"": 2, ""min_child_weight"": 3, ""reg_alpha"": 0.0003962517832572342, ""reg_lambda"": 2.2617387400120164, ""subsample"": 0.9043140194467589}","[0.4497971096805917, 0.3732498510316864, 0.48369551301139685, 0.5008146164197035, 0.38107540928859335]","[221, 30, 81, 177, 33]",0.4377264998863944,0.0521642493469701,0.975855827331543,0.8187787356776066,0.154256238943127,2,3,0.0003962517832572,2.2617387400120164,0.9043140194467588,40
13,"{""colsample_bytree"": 0.9250192888948996, ""learning_rate"": 0.05629640596298163, ""max_depth"": 2, ""min_child_weight"": 7, ""reg_alpha"": 0.0035884889113862576, ""reg_lambda"": 0.11842404743806113, ""subsample"": 0.8918424713352255}","[0.45200252218646947, 0.3741484589987617, 0.42948413169262084, 0.5161220896118626, 0.3590028648098094]","[704, 86, 90, 524, 129]",0.4261520134599048,0.0565461656651514,2.0978569984436035,0.9250192888948996,0.0562964059629816,2,7,0.0035884889113862,0.1184240474380611,0.8918424713352255,41
29,"{""colsample_bytree"": 0.5687604720729966, ""learning_rate"": 0.04386279950710573, ""max_depth"": 2, ""min_child_weight"": 2, ""reg_alpha"": 4.202116526335305, ""reg_lambda"": 7.872696728245765, ""subsample"": 0.7031766510860622}","[0.46954220797904594, 0.41419424668461347, 0.4124590018958229, 0.4273244213209791, 0.3988020394453261]","[629, 303, 140, 224, 355]",0.4244643834651575,0.024283125318419,2.215940237045288,0.5687604720729966,0.0438627995071057,2,2,4.202116526335305,7.872696728245765,0.7031766510860622,42
32,"{""colsample_bytree"": 0.9485551299762885, ""learning_rate"": 0.15421137870442617, ""max_depth"": 2, ""min_child_weight"": 8, ""reg_alpha"": 1.7973896801942435, ""reg_lambda"": 12.261939836387764, ""subsample"": 0.9141362604455774}","[0.46591574545973863, 0.3768663504680498, 0.39977335746276327, 0.4635536158887866, 0.3971593559151378]","[324, 43, 27, 87, 53]",0.4206536850388952,0.0368628822257476,0.9867901802062988,0.9485551299762884,0.1542113787044261,2,8,1.7973896801942435,12.261939836387764,0.9141362604455774,43
37,"{""colsample_bytree"": 0.7171971827552144, ""learning_rate"": 0.04478250709281965, ""max_depth"": 2, ""min_child_weight"": 12, ""reg_alpha"": 0.22111606565860845, ""reg_lambda"": 7.122673772839921, ""subsample"": 0.6920741072966221}","[0.45368440932867227, 0.3750873251301863, 0.386653108230586, 0.5120758067803842, 0.3741160126600696]","[972, 141, 113, 624, 145]",0.4203233324259797,0.0544914208947523,2.5794873237609863,0.7171971827552144,0.0447825070928196,2,12,0.2211160656586084,7.122673772839921,0.6920741072966221,44
44,"{""colsample_bytree"": 0.9566202762782356, ""learning_rate"": 0.06491908566930328, ""max_depth"": 2, ""min_child_weight"": 4, ""reg_alpha"": 0.9805638874011487, ""reg_lambda"": 1.3981392620830297, ""subsample"": 0.8807867509030813}","[0.47619576589551127, 0.36581148881154596, 0.39045663986601004, 0.4732630514040495, 0.39471178874982316]","[760, 86, 67, 287, 129]",0.420087746945388,0.0457024654759079,1.8723020553588867,0.9566202762782356,0.0649190856693032,2,4,0.9805638874011487,1.3981392620830295,0.8807867509030813,45
11,"{""colsample_bytree"": 0.5078182033705969, ""learning_rate"": 0.05301899318728767, ""max_depth"": 2, ""min_child_weight"": 12, ""reg_alpha"": 0.002933870049164396, ""reg_lambda"": 0.0111295580009897, ""subsample"": 0.679536961635522}","[0.4219414685681457, 0.35837446719695193, 0.4614196608931792, 0.4989748817627853, 0.3568076916642955]","[354, 80, 143, 256, 126]",0.4195036340170714,0.0561179682245575,1.432891845703125,0.5078182033705969,0.0530189931872876,2,12,0.0029338700491643,0.0111295580009897,0.679536961635522,46
30,"{""colsample_bytree"": 0.8299920230170895, ""learning_rate"": 0.131296211799175, ""max_depth"": 2, ""min_child_weight"": 4, ""reg_alpha"": 0.0444890253806617, ""reg_lambda"": 0.06285816038977876, ""subsample"": 0.6372411071223597}","[0.45556684211396736, 0.37461458321454427, 0.4168800531054336, 0.47605601325780006, 0.3707236269803062]","[267, 28, 44, 157, 65]",0.4187682237344102,0.0421839343349257,0.9981689453125,0.8299920230170895,0.131296211799175,2,4,0.0444890253806617,0.0628581603897787,0.6372411071223597,47
23,"{""colsample_bytree"": 0.7486242529461927, ""learning_rate"": 0.039986031656676344, ""max_depth"": 2, ""min_child_weight"": 8, ""reg_alpha"": 0.00015290959455830383, ""reg_lambda"": 1.0284665015784922, ""subsample"": 0.8010716092915446}","[0.4358399122541984, 0.3661761942068606, 0.436379828018492, 0.4883824664082804, 0.36448059458916876]","[823, 103, 168, 410, 147]",0.4182517990954,0.0472429650073559,2.2022101879119873,0.7486242529461927,0.0399860316566763,2,8,0.0001529095945583,1.0284665015784922,0.8010716092915446,48
16,"{""colsample_bytree"": 0.6008596011676981, ""learning_rate"": 0.15732349698479187, ""max_depth"": 2, ""min_child_weight"": 4, ""reg_alpha"": 0.06552059910868994, ""reg_lambda"": 1.976603061794114, ""subsample"": 0.6557325817623503}","[0.460374720261641, 0.350109244206744, 0.4141933092188087, 0.48437955648896147, 0.348869996805425]","[228, 26, 36, 130, 35]",0.411585365396316,0.0554954551472365,0.8734989166259766,0.6008596011676981,0.1573234969847918,2,4,0.0655205991086899,1.976603061794114,0.6557325817623503,49
24,"{""colsample_bytree"": 0.5257393756249946, ""learning_rate"": 0.03799062688276564, ""max_depth"": 2, ""min_child_weight"": 1, ""reg_alpha"": 0.0015769192447197536, ""reg_lambda"": 0.030081696065468514, ""subsample"": 0.7957811041110252}","[0.4046784263738534, 0.3542827271191473, 0.41121416295820584, 0.5066728524886231, 0.3595185550722782]","[546, 138, 136, 523, 131]",0.4072733448024216,0.0547559152645123,1.991560935974121,0.5257393756249946,0.0379906268827656,2,1,0.0015769192447197,0.0300816960654685,0.7957811041110252,50
